web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679937145-130","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","12:30","Parcialmente cubierto","21°","32 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-131","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","13:00","Parcialmente cubierto","20°","20 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-132","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","13:30","Parcialmente cubierto","21°","32 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-133","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","14:00","Parcialmente cubierto","21°","33 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-134","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","14:30","Parcialmente cubierto","22°","32 km/h","50%","1016 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-135","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","15:00","Parcialmente cubierto","22°","26 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-136","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","15:30","Parcialmente cubierto","22°","24 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-137","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","16:00","Parcialmente cubierto","21°","28 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-138","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","16:30","Parcialmente cubierto","20°","26 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-139","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","17:00","Nubes dispersas","21°","24 km/h","49%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-140","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","17:30","Nubes dispersas","20°","22 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-141","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","18:00","Nubes dispersas","20°","22 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-142","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","18:30","Nubes dispersas","19°","17 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-143","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","19:00","Nubes dispersas","19°","13 km/h","56%","1018 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-144","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","19:30","Nubes dispersas","19°","13 km/h","56%","1018 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-145","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","20:00","Nubes dispersas","18°","15 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-146","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","20:30","Nubes dispersas","18°","15 km/h","59%","1018 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-147","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","21:00","Nubes dispersas","18°","19 km/h","59%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-148","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","21:30","Nubes dispersas","19°","15 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-149","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","22:00","Parcialmente cubierto","19°","17 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-150","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","22:30","Nubes dispersas","18°","13 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-151","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","23:00","Mayormente cubierto","19°","13 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937145-152","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","23:30","Nubes dispersas","18°","15 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679937147-153","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","00:00","Parcialmente cubierto","18°","15 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-154","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-155","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","00:30","Nubes dispersas","18°","13 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-156","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","01:00","Nubes dispersas","18°","11 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-157","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","01:30","Mayormente cubierto","18°","11 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-158","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","02:00","Mayormente cubierto","19°","13 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-159","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","02:30","Parcialmente cubierto","18°","13 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-160","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","03:00","Nubes dispersas","17°","13 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-161","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","03:30","Parcialmente cubierto","18°","13 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-162","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","04:00","Parcialmente cubierto","17°","13 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-163","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","04:30","Parcialmente cubierto","18°","11 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-164","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","05:00","Mayormente cubierto","18°","11 km/h","59%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-165","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","05:30","Mayormente cubierto","18°","9 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-166","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","06:00","Mayormente cubierto","18°","22 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-167","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","06:30","Mayormente cubierto","18°","17 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-168","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","07:00","Mayormente cubierto","18°","19 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-169","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","07:30","Mayormente cubierto","18°","17 km/h","59%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-170","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","08:00","Mayormente cubierto","19°","11 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-171","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","08:30","Mayormente cubierto","19°","9 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-172","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","09:00","Mayormente cubierto","19°","11 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-173","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","09:30","Parcialmente cubierto","20°","13 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-174","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","10:00","Parcialmente cubierto","21°","17 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-175","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","10:30","Mayormente cubierto","22°","19 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-176","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","11:00","Mayormente cubierto","21°","22 km/h","46%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-177","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","11:30","Mayormente cubierto","21°","22 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-178","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","12:00","Mayormente cubierto","21°","19 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-179","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","12:30","Mayormente cubierto","22°","20 > 39 km/h","43%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-180","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","13:00","Mayormente cubierto","22°","26 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-181","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","13:30","Mayormente cubierto","22°","26 km/h","46%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-182","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","14:00","Mayormente cubierto","22°","22 km/h","43%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-183","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","14:30","Mayormente cubierto","22°","11 > 35 km/h","46%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-184","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","15:00","Parcialmente cubierto","22°","13 km/h","46%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-185","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","15:30","Parcialmente cubierto","22°","11 km/h","46%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-186","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","16:00","Parcialmente cubierto","21°","13 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-187","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","16:30","Parcialmente cubierto","21°","11 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-188","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","17:00","Mayormente cubierto","21°","7 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-189","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","17:30","Mayormente cubierto","21°","22 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-190","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","18:00","Mayormente cubierto","20°","24 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-191","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","18:30","Mayormente cubierto","20°","13 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-192","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","19:00","Mayormente cubierto","20°","6 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-193","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","19:30","Parcialmente cubierto","19°","7 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-194","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","20:00","Mayormente cubierto","20°","15 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-195","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","20:30","Mayormente cubierto","20°","9 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-196","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","21:00","Mayormente cubierto","20°","7 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-197","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","21:30","Parcialmente cubierto","20°","9 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-198","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","22:00","Parcialmente cubierto","19°","9 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-199","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","22:30","Mayormente cubierto","19°","7 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-200","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","23:00","Parcialmente cubierto","19°","7 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937147-201","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","23:30","Parcialmente cubierto","18°","6 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679937150-202","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","00:00","Parcialmente cubierto","18°","6 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679937150-203","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679937150-204","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","00:30","Mayormente cubierto","18°","7 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679937150-205","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","01:00","Mayormente cubierto","19°","7 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
