web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680688121-433","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","16:30","Nubes dispersas","24°","13 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-434","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","17:00","Nubes dispersas","23°","9 km/h","83%","1015 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-435","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","17:30","Nubes dispersas","22°","7 km/h","88%","1015 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-436","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","18:00","Nubes dispersas","22°","6 km/h","88%","1015 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-437","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","18:30","Nubes dispersas","22°","7 km/h","88%","1015 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-438","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","19:00","Nubes dispersas","21°","7 km/h","94%","1016 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-439","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","19:30","Nubes dispersas","21°","6 km/h","88%","1016 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-440","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","20:00","Nubes dispersas","21°","2 km/h","94%","1017 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-441","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","20:30","Despejado","21°","En calma","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-442","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","21:00","Despejado","21°","En calma","94%","1017 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-443","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","21:30","Despejado","21°","4 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-444","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","22:00","Despejado","21°","4 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-445","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","22:30","Nubes dispersas","21°","En calma","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-446","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","23:00","Nubes dispersas","21°","4 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688121-447","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","23:30","Nubes dispersas","20°","4 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680688124-448","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","00:00","Nubes dispersas","21°","4 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-449","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-450","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","00:30","Nubes dispersas","21°","6 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-451","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","01:00","Parcialmente cubierto","20°","7 km/h","94%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-452","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","01:30","Mayormente cubierto","21°","6 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-453","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","02:00","Lluvia","21°","7 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-454","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","02:30","Nubes dispersas","21°","6 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-455","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","03:00","Nubes dispersas","21°","7 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-456","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","03:30","Nubes dispersas","20°","En calma","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-457","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","04:00","Mayormente cubierto","20°","4 km/h","94%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-458","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","04:30","Mayormente cubierto","21°","4 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-459","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","05:00","Mayormente cubierto","20°","6 km/h","94%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-460","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","05:30","Mayormente cubierto","20°","2 km/h","94%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-461","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","06:00","Parcialmente cubierto","20°","4 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-462","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","06:30","Nubes dispersas","20°","6 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-463","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","07:00","Nubes dispersas","19°","6 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-464","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","07:30","Nubes dispersas","20°","4 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-465","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","08:00","Nubes dispersas","20°","4 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-466","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","08:30","Nubes dispersas","20°","4 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-467","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","09:00","Nubes dispersas","21°","4 km/h","83%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-468","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","09:30","Nubes dispersas","21°","4 > 22 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-469","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","10:00","Nubes dispersas","23°","En calma","78%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-470","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","10:30","Nubes dispersas","22°","7 > 30 km/h","83%","1020 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-471","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","11:00","Nubes dispersas","23°","7 > 26 km/h","83%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-472","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","11:30","Nubes dispersas","23°","9 km/h","89%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-473","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","12:00","Nubes dispersas","23°","13 km/h","89%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-474","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","12:30","Nubes dispersas","24°","15 km/h","83%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-475","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","13:00","Nubes dispersas","24°","17 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-476","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","13:30","Nubes dispersas","24°","17 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-477","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","14:00","Nubes dispersas","24°","15 km/h","78%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-478","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","14:30","Nubes dispersas","23°","20 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-479","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","15:00","Nubes dispersas","23°","19 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-480","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","15:30","Nubes dispersas","23°","20 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-481","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","16:00","Parcialmente cubierto","23°","20 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-482","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","16:30","Mayormente cubierto","23°","20 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-483","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","17:00","Mayormente cubierto","22°","15 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-484","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","17:30","Mayormente cubierto","22°","15 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-485","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","18:00","Mayormente cubierto","22°","13 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-486","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","18:30","Mayormente cubierto","22°","11 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-487","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","19:00","Parcialmente cubierto","22°","7 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-488","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","19:30","Parcialmente cubierto","23°","4 > 22 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-489","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","20:00","Parcialmente cubierto","23°","6 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-490","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","20:30","Parcialmente cubierto","22°","4 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-491","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","21:00","Parcialmente cubierto","22°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-492","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","21:30","Nubes dispersas","22°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-493","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","22:00","Nubes dispersas","22°","2 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-494","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","22:30","Nubes dispersas","22°","4 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-495","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","23:00","Nubes dispersas","21°","6 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688124-496","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 10 Diciembre 2022","23:30","Nubes dispersas","21°","2 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2022.html"
"1680688127-497","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","00:00","Nubes dispersas","20°","7 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680688127-498","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680688127-499","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","00:30","Nubes dispersas","20°","7 km/h","94%","1017 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680688127-500","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","01:00","Nubes dispersas","20°","11 km/h","94%","1017 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
