parking,day,month,year,hour,day_off,day_of_week,school_day,check_in,check_out,temperature,humidity
METROPOL,5,12,2019,20,No,J,Sí,2,28,17.0,72.0
METROPOL,5,12,2019,21,No,J,Sí,1,7,17.0,72.0
METROPOL,5,12,2019,22,No,J,Sí,0,3,17.0,72.0
METROPOL,6,12,2019,0,Sí,V,No,0,2,16.0,82.0
METROPOL,6,12,2019,1,Sí,V,No,1,2,17.0,77.0
METROPOL,6,12,2019,8,Sí,V,No,2,0,17.0,72.0
METROPOL,6,12,2019,9,Sí,V,No,3,1,19.0,68.0
METROPOL,6,12,2019,10,Sí,V,No,5,1,19.0,78.0
METROPOL,6,12,2019,11,Sí,V,No,1,4,20.0,68.0
METROPOL,6,12,2019,12,Sí,V,No,4,5,21.0,64.0
METROPOL,6,12,2019,13,Sí,V,No,1,4,20.0,73.0
METROPOL,6,12,2019,14,Sí,V,No,5,2,21.0,60.0
METROPOL,6,12,2019,15,Sí,V,No,3,4,21.0,64.0
METROPOL,6,12,2019,16,Sí,V,No,0,1,20.0,68.0
METROPOL,6,12,2019,17,Sí,V,No,1,3,19.0,78.0
METROPOL,6,12,2019,18,Sí,V,No,4,0,18.0,77.0
METROPOL,6,12,2019,19,Sí,V,No,0,2,19.0,68.0
METROPOL,6,12,2019,20,Sí,V,No,2,3,18.0,77.0
METROPOL,6,12,2019,21,Sí,V,No,1,1,18.0,77.0
METROPOL,6,12,2019,22,Sí,V,No,0,1,17.0,82.0
METROPOL,7,12,2019,0,No,S,No,2,1,18.0,73.0
METROPOL,7,12,2019,7,No,S,No,2,2,17.0,77.0
METROPOL,7,12,2019,8,No,S,No,8,0,18.0,77.0
METROPOL,7,12,2019,9,No,S,No,6,2,19.0,68.0
METROPOL,7,12,2019,10,No,S,No,9,4,20.0,73.0
METROPOL,7,12,2019,11,No,S,No,7,10,21.0,69.0
METROPOL,7,12,2019,12,No,S,No,4,9,21.0,69.0
METROPOL,7,12,2019,13,No,S,No,3,4,21.0,69.0
METROPOL,7,12,2019,14,No,S,No,2,9,21.0,64.0
METROPOL,7,12,2019,15,No,S,No,0,1,21.0,64.0
METROPOL,7,12,2019,16,No,S,No,2,0,20.0,73.0
METROPOL,7,12,2019,17,No,S,No,2,0,20.0,73.0
METROPOL,7,12,2019,18,No,S,No,3,3,19.0,78.0
METROPOL,7,12,2019,19,No,S,No,0,3,19.0,78.0
METROPOL,7,12,2019,21,No,S,No,0,2,19.0,78.0
METROPOL,7,12,2019,23,No,S,No,1,1,19.0,73.0
METROPOL,8,12,2019,1,No,D,No,1,0,19.0,73.0
METROPOL,8,12,2019,4,No,D,No,0,1,18.0,77.0
METROPOL,8,12,2019,8,No,D,No,2,1,19.0,64.0
METROPOL,8,12,2019,9,No,D,No,2,1,20.0,60.0
METROPOL,8,12,2019,10,No,D,No,4,1,21.0,60.0
METROPOL,8,12,2019,11,No,D,No,4,5,21.0,60.0
METROPOL,8,12,2019,12,No,D,No,5,3,21.0,60.0
METROPOL,8,12,2019,13,No,D,No,0,5,21.0,60.0
METROPOL,8,12,2019,14,No,D,No,0,1,21.0,60.0
METROPOL,8,12,2019,16,No,D,No,3,2,20.0,64.0
METROPOL,8,12,2019,17,No,D,No,6,1,20.0,60.0
METROPOL,8,12,2019,18,No,D,No,3,5,19.0,68.0
METROPOL,8,12,2019,19,No,D,No,2,6,19.0,68.0
METROPOL,8,12,2019,20,No,D,No,2,4,19.0,68.0
METROPOL,8,12,2019,21,No,D,No,0,1,19.0,73.0
METROPOL,8,12,2019,22,No,D,No,1,1,19.0,68.0
METROPOL,9,12,2019,0,Sí,L,No,1,0,19.0,68.0
METROPOL,9,12,2019,5,Sí,L,No,1,0,18.0,73.0
METROPOL,9,12,2019,6,Sí,L,No,18,1,18.0,73.0
METROPOL,9,12,2019,7,Sí,L,No,86,10,18.0,73.0
METROPOL,9,12,2019,8,Sí,L,No,80,32,19.0,73.0
METROPOL,9,12,2019,9,Sí,L,No,84,57,19.0,73.0
METROPOL,9,12,2019,10,Sí,L,No,75,71,20.0,68.0
METROPOL,9,12,2019,11,Sí,L,No,66,72,20.0,68.0
METROPOL,9,12,2019,12,Sí,L,No,70,75,21.0,64.0
METROPOL,9,12,2019,13,Sí,L,No,41,79,21.0,64.0
METROPOL,9,12,2019,14,Sí,L,No,9,78,22.0,60.0
METROPOL,9,12,2019,15,Sí,L,No,33,38,21.0,64.0
METROPOL,9,12,2019,16,Sí,L,No,52,16,21.0,64.0
METROPOL,9,12,2019,17,Sí,L,No,56,31,20.0,68.0
METROPOL,9,12,2019,18,Sí,L,No,31,50,19.0,73.0
METROPOL,9,12,2019,19,Sí,L,No,14,51,19.0,73.0
METROPOL,9,12,2019,20,Sí,L,No,4,41,19.0,73.0
METROPOL,9,12,2019,21,Sí,L,No,0,13,19.0,73.0
METROPOL,9,12,2019,22,Sí,L,No,0,5,18.0,77.0
METROPOL,9,12,2019,23,Sí,L,No,1,0,18.0,73.0
METROPOL,10,12,2019,0,No,M,Sí,0,1,18.0,73.0
METROPOL,10,12,2019,5,No,M,Sí,1,0,18.0,68.0
METROPOL,10,12,2019,6,No,M,Sí,24,0,17.0,68.0
METROPOL,10,12,2019,7,No,M,Sí,94,11,17.0,72.0
METROPOL,10,12,2019,8,No,M,Sí,129,40,18.0,73.0
METROPOL,10,12,2019,9,No,M,Sí,82,65,19.0,68.0
METROPOL,10,12,2019,10,No,M,Sí,77,86,21.0,64.0
METROPOL,10,12,2019,11,No,M,Sí,66,72,21.0,69.0
METROPOL,10,12,2019,12,No,M,Sí,68,79,21.0,64.0
METROPOL,10,12,2019,13,No,M,Sí,36,67,21.0,64.0
METROPOL,10,12,2019,14,No,M,Sí,18,103,21.0,64.0
METROPOL,10,12,2019,15,No,M,Sí,47,50,21.0,69.0
METROPOL,10,12,2019,16,No,M,Sí,75,27,21.0,69.0
METROPOL,10,12,2019,17,No,M,Sí,72,48,20.0,68.0
METROPOL,10,12,2019,18,No,M,Sí,32,73,20.0,73.0
METROPOL,10,12,2019,19,No,M,Sí,19,71,20.0,73.0
METROPOL,10,12,2019,20,No,M,Sí,6,39,20.0,73.0
METROPOL,10,12,2019,21,No,M,Sí,0,6,20.0,78.0
METROPOL,10,12,2019,22,No,M,Sí,1,5,20.0,73.0
METROPOL,10,12,2019,23,No,M,Sí,1,1,20.0,73.0
METROPOL,11,12,2019,0,No,X,Sí,0,2,20.0,73.0
METROPOL,11,12,2019,6,No,X,Sí,19,1,18.0,83.0
METROPOL,11,12,2019,7,No,X,Sí,100,12,18.0,77.0
METROPOL,11,12,2019,8,No,X,Sí,97,26,19.0,73.0
METROPOL,11,12,2019,9,No,X,Sí,67,41,20.0,73.0
METROPOL,11,12,2019,10,No,X,Sí,59,56,21.0,69.0
METROPOL,11,12,2019,11,No,X,Sí,59,64,21.0,69.0
METROPOL,11,12,2019,12,No,X,Sí,69,61,22.0,64.0
METROPOL,11,12,2019,13,No,X,Sí,34,72,22.0,64.0
METROPOL,11,12,2019,14,No,X,Sí,18,107,21.0,69.0
METROPOL,11,12,2019,15,No,X,Sí,50,50,21.0,64.0
METROPOL,11,12,2019,16,No,X,Sí,111,35,20.0,73.0
METROPOL,11,12,2019,17,No,X,Sí,71,47,20.0,68.0
METROPOL,11,12,2019,18,No,X,Sí,37,103,19.0,68.0
METROPOL,11,12,2019,19,No,X,Sí,13,71,19.0,64.0
METROPOL,11,12,2019,20,No,X,Sí,2,42,19.0,64.0
METROPOL,11,12,2019,21,No,X,Sí,1,10,19.0,64.0
METROPOL,11,12,2019,22,No,X,Sí,0,8,18.0,68.0
METROPOL,11,12,2019,23,No,X,Sí,0,1,19.0,64.0
METROPOL,12,12,2019,0,No,J,Sí,0,1,18.0,68.0
METROPOL,12,12,2019,5,No,J,Sí,1,0,18.0,73.0
METROPOL,12,12,2019,6,No,J,Sí,24,0,18.0,73.0
METROPOL,12,12,2019,7,No,J,Sí,91,10,18.0,73.0
METROPOL,12,12,2019,8,No,J,Sí,120,42,18.0,73.0
METROPOL,12,12,2019,9,No,J,Sí,88,62,19.0,68.0
METROPOL,12,12,2019,10,No,J,Sí,60,55,21.0,64.0
METROPOL,12,12,2019,11,No,J,Sí,62,72,21.0,64.0
METROPOL,12,12,2019,12,No,J,Sí,59,79,21.0,69.0
METROPOL,12,12,2019,13,No,J,Sí,40,60,21.0,69.0
METROPOL,12,12,2019,14,No,J,Sí,19,93,21.0,69.0
METROPOL,12,12,2019,15,No,J,Sí,55,55,21.0,64.0
METROPOL,12,12,2019,16,No,J,Sí,43,25,20.0,68.0
METROPOL,12,12,2019,17,No,J,Sí,29,57,20.0,68.0
METROPOL,12,12,2019,18,No,J,Sí,39,45,19.0,68.0
METROPOL,12,12,2019,19,No,J,Sí,13,82,19.0,64.0
METROPOL,12,12,2019,20,No,J,Sí,7,31,19.0,60.0
METROPOL,12,12,2019,21,No,J,Sí,0,12,19.0,64.0
METROPOL,12,12,2019,22,No,J,Sí,0,6,19.0,60.0
METROPOL,12,12,2019,23,No,J,Sí,1,1,18.0,56.0
METROPOL,13,12,2019,0,No,V,Sí,0,1,18.0,59.0
METROPOL,13,12,2019,1,No,V,Sí,0,1,18.0,64.0
METROPOL,13,12,2019,3,No,V,Sí,1,0,18.0,59.0
METROPOL,13,12,2019,5,No,V,Sí,1,0,18.0,56.0
METROPOL,13,12,2019,6,No,V,Sí,22,0,18.0,59.0
METROPOL,13,12,2019,7,No,V,Sí,86,13,18.0,64.0
METROPOL,13,12,2019,8,No,V,Sí,100,28,18.0,56.0
METROPOL,13,12,2019,9,No,V,Sí,77,48,18.0,59.0
METROPOL,13,12,2019,10,No,V,Sí,59,63,19.0,56.0
METROPOL,13,12,2019,11,No,V,Sí,70,61,20.0,56.0
METROPOL,13,12,2019,12,No,V,Sí,51,83,20.0,56.0
METROPOL,13,12,2019,13,No,V,Sí,36,57,21.0,53.0
METROPOL,13,12,2019,14,No,V,Sí,22,100,21.0,53.0
METROPOL,13,12,2019,15,No,V,Sí,43,30,21.0,60.0
METROPOL,13,12,2019,16,No,V,Sí,71,13,21.0,53.0
METROPOL,13,12,2019,17,No,V,Sí,40,38,20.0,60.0
METROPOL,13,12,2019,18,No,V,Sí,35,59,19.0,60.0
METROPOL,13,12,2019,19,No,V,Sí,4,75,19.0,68.0
METROPOL,13,12,2019,20,No,V,Sí,8,32,19.0,68.0
METROPOL,13,12,2019,21,No,V,Sí,7,11,19.0,64.0
METROPOL,13,12,2019,22,No,V,Sí,2,9,19.0,60.0
METROPOL,13,12,2019,23,No,V,Sí,1,4,19.0,64.0
METROPOL,14,12,2019,0,No,S,No,0,8,19.0,64.0
METROPOL,14,12,2019,1,No,S,No,0,2,18.0,68.0
METROPOL,14,12,2019,2,No,S,No,0,2,19.0,60.0
METROPOL,14,12,2019,4,No,S,No,0,2,19.0,73.0
METROPOL,14,12,2019,7,No,S,No,1,1,19.0,73.0
METROPOL,14,12,2019,8,No,S,No,8,2,19.0,64.0
METROPOL,14,12,2019,9,No,S,No,13,0,21.0,60.0
METROPOL,14,12,2019,10,No,S,No,22,5,21.0,64.0
METROPOL,14,12,2019,11,No,S,No,19,13,22.0,64.0
METROPOL,14,12,2019,12,No,S,No,9,28,21.0,60.0
METROPOL,14,12,2019,13,No,S,No,9,14,21.0,69.0
METROPOL,14,12,2019,14,No,S,No,5,10,21.0,69.0
METROPOL,14,12,2019,15,No,S,No,2,5,21.0,69.0
METROPOL,14,12,2019,16,No,S,No,4,3,20.0,73.0
METROPOL,14,12,2019,17,No,S,No,7,5,20.0,73.0
METROPOL,14,12,2019,18,No,S,No,3,1,20.0,73.0
METROPOL,14,12,2019,19,No,S,No,2,7,20.0,73.0
METROPOL,14,12,2019,20,No,S,No,7,10,20.0,68.0
METROPOL,14,12,2019,21,No,S,No,6,2,19.0,78.0
METROPOL,14,12,2019,22,No,S,No,5,2,19.0,78.0
METROPOL,14,12,2019,23,No,S,No,1,2,19.0,78.0
METROPOL,15,12,2019,0,No,D,No,0,2,19.0,78.0
METROPOL,15,12,2019,1,No,D,No,1,4,19.0,78.0
METROPOL,15,12,2019,2,No,D,No,2,3,18.0,77.0
METROPOL,15,12,2019,3,No,D,No,0,4,18.0,77.0
METROPOL,15,12,2019,4,No,D,No,0,2,17.0,77.0
METROPOL,15,12,2019,6,No,D,No,0,1,16.0,82.0
METROPOL,15,12,2019,8,No,D,No,1,0,17.0,77.0
METROPOL,15,12,2019,9,No,D,No,2,1,19.0,73.0
METROPOL,15,12,2019,10,No,D,No,3,0,19.0,73.0
METROPOL,15,12,2019,11,No,D,No,7,4,19.0,73.0
METROPOL,15,12,2019,12,No,D,No,7,7,20.0,68.0
METROPOL,15,12,2019,13,No,D,No,3,4,20.0,64.0
METROPOL,15,12,2019,14,No,D,No,0,5,20.0,64.0
METROPOL,15,12,2019,15,No,D,No,2,2,20.0,68.0
METROPOL,15,12,2019,16,No,D,No,1,0,20.0,68.0
METROPOL,15,12,2019,17,No,D,No,10,4,19.0,68.0
METROPOL,15,12,2019,18,No,D,No,12,0,18.0,73.0
METROPOL,15,12,2019,19,No,D,No,0,9,18.0,73.0
METROPOL,15,12,2019,20,No,D,No,2,10,18.0,73.0
METROPOL,15,12,2019,21,No,D,No,1,6,18.0,73.0
METROPOL,15,12,2019,22,No,D,No,1,0,17.0,77.0
METROPOL,15,12,2019,23,No,D,No,2,2,17.0,77.0
METROPOL,16,12,2019,5,No,L,Sí,1,0,16.0,72.0
METROPOL,16,12,2019,6,No,L,Sí,18,1,16.0,72.0
METROPOL,16,12,2019,7,No,L,Sí,99,7,15.0,67.0
METROPOL,16,12,2019,8,No,L,Sí,109,39,17.0,68.0
METROPOL,16,12,2019,9,No,L,Sí,81,49,20.0,64.0
METROPOL,16,12,2019,10,No,L,Sí,56,63,22.0,46.0
METROPOL,16,12,2019,11,No,L,Sí,66,58,22.0,50.0
METROPOL,16,12,2019,12,No,L,Sí,44,61,22.0,43.0
METROPOL,16,12,2019,13,No,L,Sí,43,88,21.0,60.0
METROPOL,16,12,2019,14,No,L,Sí,16,92,22.0,35.0
METROPOL,16,12,2019,15,No,L,Sí,47,45,22.0,38.0
METROPOL,16,12,2019,16,No,L,Sí,83,31,20.0,60.0
METROPOL,16,12,2019,17,No,L,Sí,79,47,20.0,46.0
METROPOL,16,12,2019,18,No,L,Sí,49,75,19.0,56.0
METROPOL,16,12,2019,19,No,L,Sí,14,77,18.0,64.0
METROPOL,16,12,2019,20,No,L,Sí,4,43,18.0,59.0
METROPOL,16,12,2019,21,No,L,Sí,1,21,17.0,72.0
METROPOL,16,12,2019,22,No,L,Sí,1,5,17.0,68.0
METROPOL,17,12,2019,0,No,M,Sí,0,1,16.0,72.0
METROPOL,17,12,2019,1,No,M,Sí,0,1,16.0,72.0
METROPOL,17,12,2019,5,No,M,Sí,1,0,,
METROPOL,17,12,2019,6,No,M,Sí,28,2,16.0,72.0
METROPOL,17,12,2019,7,No,M,Sí,116,10,16.0,72.0
METROPOL,17,12,2019,8,No,M,Sí,129,48,18.0,64.0
METROPOL,17,12,2019,9,No,M,Sí,57,58,19.0,60.0
METROPOL,17,12,2019,10,No,M,Sí,64,65,20.0,56.0
METROPOL,17,12,2019,11,No,M,Sí,62,62,21.0,53.0
METROPOL,17,12,2019,12,No,M,Sí,65,72,22.0,46.0
METROPOL,17,12,2019,13,No,M,Sí,50,110,23.0,44.0
METROPOL,17,12,2019,14,No,M,Sí,33,102,23.0,44.0
METROPOL,17,12,2019,15,No,M,Sí,53,44,22.0,53.0
METROPOL,17,12,2019,16,No,M,Sí,108,28,21.0,60.0
METROPOL,17,12,2019,17,No,M,Sí,79,64,20.0,60.0
METROPOL,17,12,2019,18,No,M,Sí,48,94,19.0,68.0
METROPOL,17,12,2019,19,No,M,Sí,10,87,18.0,68.0
METROPOL,17,12,2019,20,No,M,Sí,2,44,18.0,64.0
METROPOL,17,12,2019,21,No,M,Sí,2,10,17.0,72.0
METROPOL,17,12,2019,22,No,M,Sí,0,6,17.0,72.0
METROPOL,17,12,2019,23,No,M,Sí,1,3,16.0,77.0
METROPOL,18,12,2019,0,No,X,Sí,0,2,16.0,77.0
METROPOL,18,12,2019,5,No,X,Sí,1,0,16.0,72.0
METROPOL,18,12,2019,6,No,X,Sí,24,2,16.0,72.0
METROPOL,18,12,2019,7,No,X,Sí,86,10,16.0,72.0
METROPOL,18,12,2019,8,No,X,Sí,101,29,16.0,68.0
METROPOL,18,12,2019,9,No,X,Sí,78,61,19.0,64.0
METROPOL,18,12,2019,10,No,X,Sí,59,48,20.0,64.0
METROPOL,18,12,2019,11,No,X,Sí,62,69,21.0,60.0
METROPOL,18,12,2019,12,No,X,Sí,49,70,21.0,64.0
METROPOL,18,12,2019,13,No,X,Sí,33,68,21.0,64.0
METROPOL,18,12,2019,14,No,X,Sí,18,77,20.0,68.0
METROPOL,18,12,2019,15,No,X,Sí,33,43,20.0,73.0
METROPOL,18,12,2019,16,No,X,Sí,92,26,20.0,73.0
METROPOL,18,12,2019,17,No,X,Sí,72,57,20.0,73.0
METROPOL,18,12,2019,18,No,X,Sí,27,79,20.0,73.0
METROPOL,18,12,2019,19,No,X,Sí,10,62,20.0,68.0
METROPOL,18,12,2019,20,No,X,Sí,1,29,20.0,73.0
METROPOL,18,12,2019,21,No,X,Sí,1,11,19.0,73.0
METROPOL,18,12,2019,22,No,X,Sí,1,3,17.0,82.0
METROPOL,18,12,2019,23,No,X,Sí,1,2,17.0,82.0
METROPOL,19,12,2019,0,No,J,Sí,0,3,17.0,77.0
METROPOL,19,12,2019,5,No,J,Sí,1,0,15.0,82.0
METROPOL,19,12,2019,6,No,J,Sí,13,2,15.0,82.0
METROPOL,19,12,2019,7,No,J,Sí,96,3,16.0,77.0
METROPOL,19,12,2019,8,No,J,Sí,90,29,16.0,77.0
METROPOL,19,12,2019,9,No,J,Sí,84,46,19.0,68.0
METROPOL,19,12,2019,10,No,J,Sí,65,61,20.0,64.0
METROPOL,19,12,2019,11,No,J,Sí,68,70,20.0,78.0
METROPOL,19,12,2019,12,No,J,Sí,53,72,21.0,73.0
METROPOL,19,12,2019,13,No,J,Sí,32,77,21.0,73.0
METROPOL,19,12,2019,14,No,J,Sí,25,95,21.0,69.0
METROPOL,19,12,2019,15,No,J,Sí,44,36,21.0,69.0
METROPOL,19,12,2019,16,No,J,Sí,79,30,21.0,69.0
METROPOL,19,12,2019,17,No,J,Sí,64,51,20.0,73.0
METROPOL,19,12,2019,18,No,J,Sí,32,59,20.0,73.0
METROPOL,19,12,2019,19,No,J,Sí,23,63,20.0,78.0
METROPOL,19,12,2019,20,No,J,Sí,8,56,20.0,73.0
METROPOL,19,12,2019,21,No,J,Sí,2,14,,
METROPOL,19,12,2019,22,No,J,Sí,0,4,18.0,83.0
METROPOL,19,12,2019,23,No,J,Sí,0,3,18.0,77.0
METROPOL,20,12,2019,0,No,V,Sí,0,4,17.0,77.0
METROPOL,20,12,2019,1,No,V,Sí,1,1,17.0,72.0
METROPOL,20,12,2019,2,No,V,Sí,0,1,16.0,82.0
METROPOL,20,12,2019,5,No,V,Sí,1,0,16.0,77.0
METROPOL,20,12,2019,6,No,V,Sí,13,3,16.0,82.0
METROPOL,20,12,2019,7,No,V,Sí,85,6,17.0,82.0
METROPOL,20,12,2019,8,No,V,Sí,73,23,18.0,77.0
METROPOL,20,12,2019,9,No,V,Sí,67,36,19.0,78.0
METROPOL,20,12,2019,10,No,V,Sí,69,58,20.0,78.0
METROPOL,20,12,2019,11,No,V,Sí,60,78,21.0,73.0
METROPOL,20,12,2019,12,No,V,Sí,48,61,21.0,73.0
METROPOL,20,12,2019,13,No,V,Sí,39,88,20.0,78.0
METROPOL,20,12,2019,14,No,V,Sí,17,59,20.0,78.0
METROPOL,20,12,2019,15,No,V,Sí,28,22,21.0,73.0
METROPOL,20,12,2019,16,No,V,Sí,48,17,20.0,78.0
METROPOL,20,12,2019,17,No,V,Sí,29,35,20.0,78.0
METROPOL,20,12,2019,18,No,V,Sí,26,39,20.0,78.0
METROPOL,20,12,2019,19,No,V,Sí,12,36,19.0,83.0
METROPOL,20,12,2019,20,No,V,Sí,7,38,18.0,83.0
METROPOL,20,12,2019,21,No,V,Sí,8,13,18.0,83.0
METROPOL,20,12,2019,22,No,V,Sí,2,6,17.0,88.0
METROPOL,20,12,2019,23,No,V,Sí,0,3,17.0,82.0
METROPOL,21,12,2019,0,No,S,No,0,5,17.0,77.0
METROPOL,21,12,2019,1,No,S,No,0,3,16.0,82.0
METROPOL,21,12,2019,2,No,S,No,0,3,16.0,82.0
METROPOL,21,12,2019,7,No,S,No,1,1,17.0,77.0
METROPOL,21,12,2019,8,No,S,No,4,0,15.0,82.0
METROPOL,21,12,2019,9,No,S,No,4,0,20.0,68.0
METROPOL,21,12,2019,10,No,S,No,10,0,22.0,64.0
METROPOL,21,12,2019,11,No,S,No,19,9,22.0,64.0
METROPOL,21,12,2019,12,No,S,No,13,12,23.0,61.0
METROPOL,21,12,2019,13,No,S,No,18,15,22.0,64.0
METROPOL,21,12,2019,14,No,S,No,8,14,22.0,69.0
METROPOL,21,12,2019,15,No,S,No,8,12,22.0,69.0
METROPOL,21,12,2019,16,No,S,No,8,9,22.0,69.0
METROPOL,21,12,2019,17,No,S,No,14,7,21.0,73.0
METROPOL,21,12,2019,18,No,S,No,4,8,20.0,73.0
METROPOL,21,12,2019,19,No,S,No,2,13,20.0,68.0
METROPOL,21,12,2019,20,No,S,No,4,9,20.0,68.0
METROPOL,21,12,2019,21,No,S,No,1,6,20.0,73.0
METROPOL,21,12,2019,22,No,S,No,1,1,20.0,73.0
METROPOL,21,12,2019,23,No,S,No,1,1,20.0,73.0
METROPOL,22,12,2019,0,No,D,No,1,1,20.0,83.0
METROPOL,22,12,2019,1,No,D,No,1,0,20.0,83.0
METROPOL,22,12,2019,2,No,D,No,0,2,20.0,78.0
METROPOL,22,12,2019,3,No,D,No,0,1,20.0,73.0
METROPOL,22,12,2019,5,No,D,No,0,1,20.0,64.0
METROPOL,22,12,2019,8,No,D,No,2,0,20.0,64.0
METROPOL,22,12,2019,9,No,D,No,1,2,21.0,64.0
METROPOL,22,12,2019,10,No,D,No,8,1,21.0,64.0
METROPOL,22,12,2019,11,No,D,No,21,5,22.0,64.0
METROPOL,22,12,2019,12,No,D,No,20,9,22.0,60.0
METROPOL,22,12,2019,13,No,D,No,7,12,22.0,60.0
METROPOL,22,12,2019,14,No,D,No,4,11,23.0,61.0
METROPOL,22,12,2019,15,No,D,No,5,9,22.0,64.0
METROPOL,22,12,2019,16,No,D,No,2,3,22.0,64.0
METROPOL,22,12,2019,17,No,D,No,10,9,21.0,73.0
METROPOL,22,12,2019,18,No,D,No,2,11,20.0,78.0
METROPOL,22,12,2019,19,No,D,No,4,13,20.0,78.0
METROPOL,22,12,2019,20,No,D,No,1,3,20.0,78.0
METROPOL,22,12,2019,21,No,D,No,0,4,20.0,78.0
METROPOL,22,12,2019,23,No,D,No,1,1,21.0,73.0
METROPOL,23,12,2019,5,No,L,No,1,0,17.0,88.0
METROPOL,23,12,2019,6,No,L,No,14,1,17.0,88.0
METROPOL,23,12,2019,7,No,L,No,75,4,17.0,82.0
METROPOL,23,12,2019,8,No,L,No,54,20,17.0,88.0
METROPOL,23,12,2019,9,No,L,No,72,43,19.0,83.0
METROPOL,23,12,2019,10,No,L,No,78,60,20.0,78.0
METROPOL,23,12,2019,11,No,L,No,55,69,21.0,73.0
METROPOL,23,12,2019,12,No,L,No,48,54,21.0,78.0
METROPOL,23,12,2019,13,No,L,No,31,78,20.0,83.0
METROPOL,23,12,2019,14,No,L,No,6,55,21.0,78.0
METROPOL,23,12,2019,15,No,L,No,12,22,21.0,78.0
METROPOL,23,12,2019,16,No,L,No,23,14,21.0,78.0
METROPOL,23,12,2019,17,No,L,No,22,16,20.0,83.0
METROPOL,23,12,2019,18,No,L,No,30,19,20.0,83.0
METROPOL,23,12,2019,19,No,L,No,8,27,19.0,83.0
METROPOL,23,12,2019,20,No,L,No,2,35,18.0,88.0
METROPOL,23,12,2019,21,No,L,No,0,6,18.0,83.0
METROPOL,23,12,2019,22,No,L,No,2,6,17.0,72.0
METROPOL,23,12,2019,23,No,L,No,1,3,17.0,82.0
METROPOL,24,12,2019,0,No,M,No,0,1,18.0,49.0
METROPOL,24,12,2019,1,No,M,No,0,1,19.0,34.0
METROPOL,24,12,2019,6,No,M,No,2,3,19.0,52.0
METROPOL,24,12,2019,7,No,M,No,9,1,18.0,59.0
METROPOL,24,12,2019,8,No,M,No,22,6,18.0,64.0
METROPOL,24,12,2019,9,No,M,No,17,7,21.0,64.0
METROPOL,24,12,2019,10,No,M,No,13,20,21.0,73.0
METROPOL,24,12,2019,11,No,M,No,11,17,22.0,64.0
METROPOL,24,12,2019,12,No,M,No,11,9,24.0,50.0
METROPOL,24,12,2019,13,No,M,No,8,7,24.0,47.0
METROPOL,24,12,2019,14,No,M,No,1,18,25.0,36.0
METROPOL,24,12,2019,15,No,M,No,4,3,24.0,44.0
METROPOL,24,12,2019,16,No,M,No,3,1,24.0,50.0
METROPOL,24,12,2019,17,No,M,No,4,3,22.0,57.0
METROPOL,24,12,2019,18,No,M,No,4,5,21.0,46.0
METROPOL,24,12,2019,19,No,M,No,1,3,19.0,56.0
METROPOL,24,12,2019,20,No,M,No,2,8,19.0,52.0
METROPOL,24,12,2019,21,No,M,No,2,1,19.0,46.0
METROPOL,24,12,2019,22,No,M,No,0,1,18.0,39.0
METROPOL,25,12,2019,0,Sí,X,No,2,1,16.0,51.0
METROPOL,25,12,2019,1,Sí,X,No,1,1,20.0,46.0
METROPOL,25,12,2019,5,Sí,X,No,0,1,19.0,40.0
METROPOL,25,12,2019,6,Sí,X,No,0,1,18.0,45.0
METROPOL,25,12,2019,8,Sí,X,No,1,0,19.0,52.0
METROPOL,25,12,2019,9,Sí,X,No,1,1,22.0,46.0
METROPOL,25,12,2019,10,Sí,X,No,1,0,23.0,53.0
METROPOL,25,12,2019,11,Sí,X,No,1,1,23.0,50.0
METROPOL,25,12,2019,12,Sí,X,No,2,2,23.0,50.0
METROPOL,25,12,2019,13,Sí,X,No,2,1,21.0,64.0
METROPOL,25,12,2019,14,Sí,X,No,1,1,21.0,60.0
METROPOL,25,12,2019,16,Sí,X,No,1,1,21.0,64.0
METROPOL,25,12,2019,17,Sí,X,No,1,3,21.0,64.0
METROPOL,25,12,2019,18,Sí,X,No,2,0,20.0,68.0
METROPOL,25,12,2019,19,Sí,X,No,1,3,21.0,64.0
METROPOL,25,12,2019,20,Sí,X,No,1,1,21.0,60.0
METROPOL,25,12,2019,21,Sí,X,No,1,1,20.0,78.0
METROPOL,25,12,2019,22,Sí,X,No,0,1,22.0,41.0
METROPOL,26,12,2019,0,No,J,No,0,1,20.0,53.0
METROPOL,26,12,2019,5,No,J,No,1,0,21.0,46.0
METROPOL,26,12,2019,6,No,J,No,13,1,21.0,46.0
METROPOL,26,12,2019,7,No,J,No,71,7,21.0,49.0
METROPOL,26,12,2019,8,No,J,No,68,20,21.0,46.0
METROPOL,26,12,2019,9,No,J,No,65,42,22.0,50.0
METROPOL,26,12,2019,10,No,J,No,46,41,23.0,44.0
METROPOL,26,12,2019,11,No,J,No,49,47,24.0,31.0
METROPOL,26,12,2019,12,No,J,No,53,54,23.0,41.0
METROPOL,26,12,2019,13,No,J,No,28,76,23.0,44.0
METROPOL,26,12,2019,14,No,J,No,9,61,23.0,41.0
METROPOL,26,12,2019,15,No,J,No,22,32,22.0,46.0
METROPOL,26,12,2019,16,No,J,No,18,13,22.0,46.0
METROPOL,26,12,2019,17,No,J,No,28,18,21.0,60.0
METROPOL,26,12,2019,18,No,J,No,27,23,20.0,64.0
